Module,Cluster,PValue,HL_Shift
Reservoir_CD4_Tfh_Core,NK Cytotoxic,0.3589444538187496,-0.005006925064205055
Reservoir_CD4_Tfh_Core,NKCD56bright,0.7418887434302583,0.004888616404471387
Reservoir_CD4_Tph_Discriminator,CD14+ Monocytes,0.001201541185359658,-0.04729505453759043
Reservoir_CD4_Tph_Discriminator,CD16+ NCM,0.018818891112659133,-0.035957820306103075
Reservoir_CD4_Tph_Discriminator,CD4+ Activated,0.04965612526360742,0.01586112028994276
Reservoir_CD4_Tph_Discriminator,CD4+ naïve,0.6518815815516594,-0.001951721461728079
Reservoir_CD4_Tph_Discriminator,CD4+ Tfh,0.287952895786926,0.021620044838604777
Reservoir_CD4_Tph_Discriminator,CD4+ Treg,0.4144468183914204,-0.013753067101406806
Reservoir_CD4_Tph_Discriminator,CD8+ EM,6.243383347505951e-4,0.014377915331791532
Reservoir_CD4_Tph_Discriminator,CD8+ TCM,6.260455194260108e-13,0.01351601382145577
Reservoir_CD4_Tph_Discriminator,CD8+ TEMRA,0.3592525216067488,0.00436326743873189
Reservoir_CD4_Tph_Discriminator,cDC2,0.5637683829871937,-0.010362441571210005
Reservoir_CD4_Tph_Discriminator,DC-like APCs,1.7622734060830135e-4,-0.03607864926832069
Reservoir_CD4_Tph_Discriminator,dnT,7.83641489520995e-7,0.02616224411481753
Reservoir_CD4_Tph_Discriminator,GC-like B,4.8551765019579047e-4,0.029450498587596335
Reservoir_CD4_Tph_Discriminator,Intermediate B,0.8698548249020321,0.0030330459292511732
Reservoir_CD4_Tph_Discriminator,Memory B,0.018979542297077122,0.005746714434119475
Reservoir_CD4_Tph_Discriminator,moDC,0.34769681714735484,0.006872496888827418
Reservoir_CD4_Tph_Discriminator,moDC precursor,5.792884164202656e-4,-0.0807449747563381
Reservoir_CD4_Tph_Discriminator,Naïve B,6.470618556700962e-7,0.012776718121179897
Reservoir_CD4_Tph_Discriminator,NK Cytotoxic,6.228030930173552e-8,0.015127655103833968
Reservoir_CD4_Tph_Discriminator,NKCD56bright,0.523732664243368,0.003193520106757773
Reservoir_CD4_Reservoir_Memory,CD14+ Monocytes,0.8306832032536283,0.0034130791703532856
Reservoir_CD4_Reservoir_Memory,CD16+ NCM,0.9332656166119677,-0.0018555775460953338
Reservoir_CD4_Reservoir_Memory,CD4+ Activated,0.12106768730498667,0.03495896128668311
Reservoir_CD4_Reservoir_Memory,CD4+ naïve,3.504231177012516e-5,0.07351395905728801
Reservoir_CD4_Reservoir_Memory,CD4+ Tfh,0.14407150960732695,0.07756847232169992
Reservoir_CD4_Reservoir_Memory,CD4+ Treg,0.025036716199175083,0.13970053484352235
Reservoir_CD4_Reservoir_Memory,CD8+ EM,0.9440329140116007,-0.0016364340880317928
Reservoir_CD4_Reservoir_Memory,CD8+ TCM,1.0408203770360125e-9,0.09103870628336465
Reservoir_CD4_Reservoir_Memory,CD8+ TEMRA,0.01189518604450149,-0.055131281613068066
Reservoir_CD4_Reservoir_Memory,cDC2,0.3382840266728178,-0.05972586996640813
Reservoir_CD4_Reservoir_Memory,DC-like APCs,0.09236457314470556,0.02919232884349509
Reservoir_CD4_Reservoir_Memory,dnT,9.969317689721103e-4,0.09917851079467759
Reservoir_CD4_Reservoir_Memory,GC-like B,0.9682288193866366,0.0014109742380845232
Reservoir_CD4_Reservoir_Memory,Intermediate B,0.5011070871957777,-0.05032813680807744
Reservoir_CD4_Reservoir_Memory,Memory B,0.16879197420640926,-0.05152282212109123
Reservoir_CD4_Reservoir_Memory,moDC,0.04999917872898593,-0.10217823341953974
Reservoir_CD4_Reservoir_Memory,moDC precursor,0.07186776423783932,0.05545447424583197
Reservoir_CD4_Reservoir_Memory,Naïve B,0.012948671992784093,-0.08469758323530525
Reservoir_CD4_Reservoir_Memory,NK Cytotoxic,0.021281682567620974,-0.035439339686549644
Reservoir_CD4_Reservoir_Memory,NKCD56bright,0.27106415457201066,0.0647202375050618
ISG_TypeI,CD14+ Monocytes,4.601315215766848e-7,-0.0396210420237903
ISG_TypeI,CD16+ NCM,1.2895221368832893e-4,-0.07582691654606522
ISG_TypeI,CD4+ Activated,0.9825302175610041,9.67374428527445e-5
ISG_TypeI,CD4+ naïve,3.6314377959915657e-4,-0.018624411386604898
ISG_TypeI,CD4+ Tfh,0.21924868453095597,-0.01674714376362432
ISG_TypeI,CD4+ Treg,0.5905562732990095,0.005882765358313405
ISG_TypeI,CD8+ EM,0.22684443983754723,0.005489520733290519
ISG_TypeI,CD8+ TCM,0.2693682719697995,-0.0036801992033365146
ISG_TypeI,CD8+ TEMRA,0.32815627342597015,0.005237370661455497
ISG_TypeI,cDC2,0.07760651753516823,-0.02336346575281627
ISG_TypeI,DC-like APCs,2.4501918257022443e-14,-0.054714519554008786
ISG_TypeI,dnT,0.19054251796492142,0.005861824282161031
ISG_TypeI,GC-like B,0.6046066249145121,0.007820186929998566
ISG_TypeI,Intermediate B,0.4313155996782716,-0.011341761987018898
ISG_TypeI,Memory B,0.006715097540388886,-0.020097497547222377
ISG_TypeI,moDC,4.907043714948294e-4,-0.0689420668048473
ISG_TypeI,moDC precursor,0.005279816808311048,-0.0362392798323426
ISG_TypeI,Naïve B,0.6430499191601085,-0.004093406275141196
ISG_TypeI,NK Cytotoxic,0.0074403104060954675,0.015246712631693684
ISG_TypeI,NKCD56bright,0.47738944132190536,0.010345136339167877
ISG_TypeII,CD14+ Monocytes,8.809209822648088e-10,-0.22043474531210197
ISG_TypeII,CD16+ NCM,0.12862520695985177,-0.11878606212799497
ISG_TypeII,CD4+ Activated,0.5494272217460845,0.00597456193510582
ISG_TypeII,CD4+ naïve,0.05754860387290763,-0.020704292783018417
ISG_TypeII,CD4+ Tfh,0.39887720369192403,-0.021913249685645907
ISG_TypeII,CD4+ Treg,0.3446725174357497,-0.030636249340180617
ISG_TypeII,CD8+ EM,0.0766874890507052,0.019544128170539042
ISG_TypeII,CD8+ TCM,7.43419112338997e-10,-0.04682089498232955
ISG_TypeII,CD8+ TEMRA,0.4154749929844108,-0.011587071929862167
ISG_TypeII,cDC2,0.002797962398448577,-0.09685924571676327
ISG_TypeII,DC-like APCs,2.446801679782649e-18,-0.2572162088646544
ISG_TypeII,dnT,7.947282413613003e-4,-0.04699166350023929
ISG_TypeII,GC-like B,0.10954962627156373,-0.05541545181794676
ISG_TypeII,Intermediate B,0.5866751149546554,0.013874267230588133
ISG_TypeII,Memory B,0.0964223801254885,-0.035740177878951
ISG_TypeII,moDC,0.1780210697695647,0.05214808945796494
ISG_TypeII,moDC precursor,9.185040278760109e-7,-0.4235323239639807
ISG_TypeII,Naïve B,0.049748373885813636,-0.055021091946861896
ISG_TypeII,NK Cytotoxic,0.06518476356214145,0.023378541760986787
ISG_TypeII,NKCD56bright,0.15475537798385225,0.04498723936815482
Myeloid_Inflammatory,CD14+ Monocytes,0.5724183627354125,0.016303281280056894
Myeloid_Inflammatory,CD16+ NCM,0.03398763489001604,0.04820343568950443
Myeloid_Inflammatory,CD4+ Activated,0.009840663984371166,0.011423474920917432
Myeloid_Inflammatory,CD4+ naïve,2.942918869702811e-4,0.017241652602547498
Myeloid_Inflammatory,CD4+ Tfh,0.01539097033139141,0.026275392268145247
Myeloid_Inflammatory,CD4+ Treg,0.013498160187839099,0.024891675739744504
Myeloid_Inflammatory,CD8+ EM,1.8946428774522936e-4,0.013791085057117783
Myeloid_Inflammatory,CD8+ TCM,7.024757545573468e-7,0.017143420360775645
Myeloid_Inflammatory,CD8+ TEMRA,0.028570019302652152,-0.009022815447270573
Myeloid_Inflammatory,cDC2,0.08058833731296554,0.04335497208428773
Myeloid_Inflammatory,DC-like APCs,0.30125109416385704,-0.02347443027917782
Myeloid_Inflammatory,dnT,0.0295554445747961,-0.016131045256567098
Myeloid_Inflammatory,GC-like B,0.17492230660224933,0.04550117361749173
Myeloid_Inflammatory,Intermediate B,0.42264714621890054,0.008290313000567574
Myeloid_Inflammatory,Memory B,0.29576884816215154,-0.011236840229579692
Myeloid_Inflammatory,moDC,0.8885833446809567,-0.006300068704146849
Myeloid_Inflammatory,moDC precursor,0.11264662709549826,-0.12958611334033743
Myeloid_Inflammatory,Naïve B,0.02919598983104176,-0.023413973198686017
Myeloid_Inflammatory,NK Cytotoxic,0.08161215875950482,0.006743068986933179
Myeloid_Inflammatory,NKCD56bright,0.9393371768616676,9.209324086701755e-4
Myeloid_Regulatory,CD14+ Monocytes,0.03546423498401452,0.033910061689117164
Myeloid_Regulatory,CD16+ NCM,0.3838285350058654,0.01856614049858986
Myeloid_Regulatory,CD4+ Activated,0.06232179451380648,0.016004922261808077
Myeloid_Regulatory,CD4+ naïve,0.054109110277655345,-0.014866725082207287
Myeloid_Regulatory,CD4+ Tfh,0.14046324453101677,0.03204244345137124
Myeloid_Regulatory,CD4+ Treg,0.8010238275582928,0.004513618058754192
Myeloid_Regulatory,CD8+ EM,5.954358588958375e-5,0.031903393693072275
Myeloid_Regulatory,CD8+ TCM,2.741682303073529e-5,0.02567350311795664
Myeloid_Regulatory,CD8+ TEMRA,0.14202372250838058,0.01474859513910332
Myeloid_Regulatory,cDC2,0.12942297670902747,0.027197780886083378
Myeloid_Regulatory,DC-like APCs,7.137435845835195e-4,0.04945383164767499
Myeloid_Regulatory,dnT,0.0012730138332949154,0.031716249418857916
Myeloid_Regulatory,GC-like B,0.9532920310857879,-0.0021916481687949997
Myeloid_Regulatory,Intermediate B,0.010864962483857741,0.048270852061118474
Myeloid_Regulatory,Memory B,0.3299295465790285,0.015655246596563067
Myeloid_Regulatory,moDC,0.5388949510893897,0.020832559480427414
Myeloid_Regulatory,moDC precursor,0.780675822937263,0.008821668459382011
Myeloid_Regulatory,Naïve B,0.3130258180663129,-0.01814700705305613
Myeloid_Regulatory,NK Cytotoxic,1.1444985846548165e-4,0.034467850743145075
Myeloid_Regulatory,NKCD56bright,0.06429430190078844,0.044661876089647
Myeloid_DC_Maturation,CD14+ Monocytes,0.017887968712794123,-0.025707791697535187
Myeloid_DC_Maturation,CD16+ NCM,0.16587928133837787,0.0189984681893796
Myeloid_DC_Maturation,CD4+ Activated,0.0014252104346196709,0.024688677145299154
Myeloid_DC_Maturation,CD4+ naïve,5.243594093487558e-6,0.030249392258543898
Myeloid_DC_Maturation,CD4+ Tfh,0.6204397733845157,-0.008772663751574471
Myeloid_DC_Maturation,CD4+ Treg,0.5398346829363814,0.011483702148777655
Myeloid_DC_Maturation,CD8+ EM,0.004497622801977571,-0.02269563712676702
Myeloid_DC_Maturation,CD8+ TCM,3.452273367047368e-15,0.043208129946592094
Myeloid_DC_Maturation,CD8+ TEMRA,0.0040054224537198636,-0.012873803942914578
Myeloid_DC_Maturation,cDC2,0.29697767462790775,-0.03028101171596057
Myeloid_DC_Maturation,DC-like APCs,0.30831420134740534,-0.010320601854669256
Myeloid_DC_Maturation,dnT,0.3513784658856765,0.009532846598107667
Myeloid_DC_Maturation,GC-like B,0.26175057216702224,0.05126643328111358
Myeloid_DC_Maturation,Intermediate B,0.3849216198366372,0.020491804940723092
Myeloid_DC_Maturation,Memory B,0.24754982546509102,-0.026319537026963533
Myeloid_DC_Maturation,moDC,0.14412103434495946,-0.035702261137915636
Myeloid_DC_Maturation,moDC precursor,0.8413245332396577,-0.00453619067413134
Myeloid_DC_Maturation,Naïve B,0.5056166031504613,-0.016158023398909625
Myeloid_DC_Maturation,NK Cytotoxic,0.0023765001433638648,0.011991196978211905
Myeloid_DC_Maturation,NKCD56bright,0.2525810725980969,0.01751359236240943
NK_Inhibition,CD14+ Monocytes,0.3191983408296253,0.005294208385759631
NK_Inhibition,CD16+ NCM,0.32805107146095774,0.008095429094172536
NK_Inhibition,CD4+ Activated,9.557423765799888e-10,0.02399014534170819
NK_Inhibition,CD4+ naïve,6.305462894513207e-14,0.024766007046074717
NK_Inhibition,CD4+ Tfh,0.5777924759577815,0.004916654551351208
NK_Inhibition,CD4+ Treg,8.425325349434976e-7,0.036452097297762956
NK_Inhibition,CD8+ EM,0.010664040595976941,-0.04358519001866004
NK_Inhibition,CD8+ TCM,2.122653635493028e-40,0.03940680391901145
NK_Inhibition,CD8+ TEMRA,0.44229394140816153,0.017719926796551384
NK_Inhibition,cDC2,0.01722937159627383,-0.05922686978695412
NK_Inhibition,DC-like APCs,0.007100842930972583,0.013918107454935406
NK_Inhibition,dnT,0.05413227205742274,-0.015470549428853966
