Module,Cluster,PValue,HL_Shift
NK_Inhibition,GC-like B,0.001406018631851799,0.0384698862322692
NK_Inhibition,Intermediate B,0.45044683663883933,0.02991376291656338
NK_Inhibition,Memory B,0.006811160439306896,0.013327882037738527
NK_Inhibition,moDC,0.16583486603059253,-0.02840864461749368
NK_Inhibition,moDC precursor,0.30583097671673326,0.013176410182053157
NK_Inhibition,Naïve B,0.007713473632515244,0.017726457057282166
NK_Inhibition,NK Cytotoxic,2.1911708286727726e-10,0.13261903629069074
NK_Inhibition,NKCD56bright,0.5766384361156517,0.03970883380793845
NK_Effector,CD14+ Monocytes,4.399676753605001e-10,0.013075213468478977
NK_Effector,CD16+ NCM,0.15042221412579693,0.004143063363991727
NK_Effector,CD4+ Activated,6.107385820855271e-22,0.013912511452971649
NK_Effector,CD4+ naïve,5.26984915684607e-38,0.01692827607845392
NK_Effector,CD4+ Tfh,0.5127921678904228,0.0022582312661565684
NK_Effector,CD4+ Treg,5.2788910941459024e-8,0.01453312464044309
NK_Effector,CD8+ EM,6.387470938414164e-7,0.01938122079818351
NK_Effector,CD8+ TCM,1.5049606736569093e-79,0.023410429463929606
NK_Effector,CD8+ TEMRA,0.02296135010323738,-0.03349551327012615
NK_Effector,cDC2,0.5442767422205681,-0.005387705667969541
NK_Effector,DC-like APCs,6.98721657608732e-8,0.011781315475224492
NK_Effector,dnT,1.4796759669656983e-7,0.012819071344061517
NK_Effector,GC-like B,0.002096106208417272,0.019317229392911667
NK_Effector,Intermediate B,0.0018209523055746132,0.047979602187687424
NK_Effector,Memory B,5.622416370794015e-5,0.011853201147294688
NK_Effector,moDC,0.0189972689726454,-0.013680025890125982
NK_Effector,moDC precursor,0.30236604935208633,0.005369346973994381
NK_Effector,Naïve B,3.0465718467143752e-6,0.01352430227147657
NK_Effector,NK Cytotoxic,2.2123705029084605e-9,0.1133662741665242
NK_Effector,NKCD56bright,0.0029972887399169422,0.11316700562444575
NK_Activation,CD14+ Monocytes,0.039182803612091185,0.0040300935143043745
NK_Activation,CD16+ NCM,0.8120262891799043,-6.002241531629762e-4
NK_Activation,CD4+ Activated,3.186528016074031e-19,0.013281077730034088
NK_Activation,CD4+ naïve,3.328497327652086e-24,0.013951388976761923
NK_Activation,CD4+ Tfh,0.18746441439163983,0.004365344116893967
NK_Activation,CD4+ Treg,3.743148579324957e-8,0.016796121481417375
NK_Activation,CD8+ EM,0.24503826798399195,-0.009389183398664392
NK_Activation,CD8+ TCM,3.8013988624176635e-75,0.021208119015623254
NK_Activation,CD8+ TEMRA,0.03866510375730661,-0.021683319959739693
NK_Activation,cDC2,0.1734651901925723,-0.012967917043554045
NK_Activation,DC-like APCs,0.0047788034399259835,0.005281521949268298
NK_Activation,dnT,0.141707410207944,-0.005212184869238166
NK_Activation,GC-like B,0.05559802218891844,0.013311037272854964
NK_Activation,Intermediate B,0.19247381745775816,0.020319971624422836
NK_Activation,Memory B,0.7707733526877738,6.345456986424397e-4
NK_Activation,moDC,0.005416942784612625,-0.024792452660571968
NK_Activation,moDC precursor,0.10712283416391316,0.007746549518978966
NK_Activation,Naïve B,0.006092637958954996,0.007831401023738539
NK_Activation,NK Cytotoxic,0.04823491987632208,0.019376387991422418
NK_Activation,NKCD56bright,0.04127958647044253,0.026165016570994994
CD8_Effector,CD14+ Monocytes,1.5060211328964032e-6,0.00970101036814357
CD8_Effector,CD16+ NCM,0.8845972079561849,-3.070054920968024e-4
CD8_Effector,CD4+ Activated,4.1545542494413055e-20,0.013960274728486906
CD8_Effector,CD4+ naïve,9.526526515892651e-33,0.016879166196614385
CD8_Effector,CD4+ Tfh,0.36282762800547486,0.002999458313479301
CD8_Effector,CD4+ Treg,2.498024792224183e-9,0.017578792940674846
CD8_Effector,CD8+ EM,0.09326139773896208,0.013136282935543586
CD8_Effector,CD8+ TCM,6.733020883676813e-72,0.024098285767892323
CD8_Effector,CD8+ TEMRA,0.002048055132499518,-0.03921839104569998
CD8_Effector,cDC2,0.4509544030651156,-0.007709989616258378
CD8_Effector,DC-like APCs,8.11709919797236e-5,0.008617900587156802
CD8_Effector,dnT,0.4553452043332857,0.0028023246738785464
CD8_Effector,GC-like B,0.01511475631106417,0.015998103855571356
CD8_Effector,Intermediate B,0.005859542019619051,0.052112964661326706
CD8_Effector,Memory B,0.025290979606947244,0.005833333838193992
CD8_Effector,moDC,0.01402773100428418,-0.020586351908723315
CD8_Effector,moDC precursor,0.1155979293510091,0.008180314260506057
CD8_Effector,Naïve B,4.176754873507396e-4,0.010808189025398976
CD8_Effector,NK Cytotoxic,2.1755824117473988e-7,0.06941660945948981
CD8_Effector,NKCD56bright,0.009125239797037868,0.08017762368760831
CD8_Memory,CD14+ Monocytes,0.8306832032536283,0.0034130791703532856
CD8_Memory,CD16+ NCM,0.9332656166119677,-0.0018555775460953338
CD8_Memory,CD4+ Activated,0.12106768730498667,0.03495896128668311
CD8_Memory,CD4+ naïve,3.504231177012516e-5,0.07351395905728801
CD8_Memory,CD4+ Tfh,0.14407150960732695,0.07756847232169992
CD8_Memory,CD4+ Treg,0.025036716199175083,0.13970053484352235
CD8_Memory,CD8+ EM,0.9440329140116007,-0.0016364340880317928
CD8_Memory,CD8+ TCM,1.0408203770360125e-9,0.09103870628336465
CD8_Memory,CD8+ TEMRA,0.01189518604450149,-0.055131281613068066
CD8_Memory,cDC2,0.3382840266728178,-0.05972586996640813
CD8_Memory,DC-like APCs,0.09236457314470556,0.02919232884349509
CD8_Memory,dnT,9.969317689721103e-4,0.09917851079467759
CD8_Memory,GC-like B,0.9682288193866366,0.0014109742380845232
CD8_Memory,Intermediate B,0.5011070871957777,-0.05032813680807744
CD8_Memory,Memory B,0.16879197420640926,-0.05152282212109123
CD8_Memory,moDC,0.04999917872898593,-0.10217823341953974
CD8_Memory,moDC precursor,0.07186776423783932,0.05545447424583197
CD8_Memory,Naïve B,0.012948671992784093,-0.08469758323530525
CD8_Memory,NK Cytotoxic,0.021281682567620974,-0.035439339686549644
CD8_Memory,NKCD56bright,0.27106415457201066,0.0647202375050618
CD8_Exhaustion,CD14+ Monocytes,0.2398901219958539,0.012462233965812216
CD8_Exhaustion,CD16+ NCM,0.21481911072444204,-0.017539110220897557
CD8_Exhaustion,CD4+ Activated,0.14749143719113844,-0.014514545761622985
CD8_Exhaustion,CD4+ naïve,7.911643421693122e-5,0.01617737721438353
CD8_Exhaustion,CD4+ Tfh,0.30639964452039875,-0.03001862356658981
CD8_Exhaustion,CD4+ Treg,0.7731824401668885,-0.009469870545091049
CD8_Exhaustion,CD8+ EM,2.6209486340685605e-11,-0.10144043527121738
CD8_Exhaustion,CD8+ TCM,3.7016205662879884e-29,0.029117915985644723
CD8_Exhaustion,CD8+ TEMRA,0.20723714960902542,-0.019792069125503353
CD8_Exhaustion,cDC2,0.006695225910409308,-0.061028484829255734
CD8_Exhaustion,DC-like APCs,0.00991542742146823,0.027923404090832306
CD8_Exhaustion,dnT,0.33407468927550327,0.00810232450806083
CD8_Exhaustion,GC-like B,0.15771854454546033,0.04411863732158334
CD8_Exhaustion,Intermediate B,0.015609341251082428,-0.07228523976259961
CD8_Exhaustion,Memory B,0.8580753534875396,-0.001379295410022698
CD8_Exhaustion,moDC,0.117991294706954,0.026403557156964293
CD8_Exhaustion,moDC precursor,0.14020358212258396,-0.03646744067952148
CD8_Exhaustion,Naïve B,0.013239069540281744,0.01288601338135021
CD8_Exhaustion,NK Cytotoxic,7.250371319084913e-4,-0.04947783716104041
CD8_Exhaustion,NKCD56bright,0.48695562150755184,0.024552124588890917
Bcell_GC_like,CD14+ Monocytes,0.992435099484065,-9.791053960809127e-5
Bcell_GC_like,CD16+ NCM,0.1682801296215458,0.022554695392715082
Bcell_GC_like,CD4+ Activated,0.12797834157829388,-0.012445575661471456
Bcell_GC_like,CD4+ naïve,4.170401415770355e-4,-0.02240522774182737
Bcell_GC_like,CD4+ Tfh,0.23981925039449228,0.024424296043451203
Bcell_GC_like,CD4+ Treg,0.2134178045074115,0.02788976488150187
Bcell_GC_like,CD8+ EM,0.25334381694075864,-0.009762680114845707
Bcell_GC_like,CD8+ TCM,1.6848231281121596e-6,-0.02305344495082864
Bcell_GC_like,CD8+ TEMRA,0.46794875386884555,-0.006807475169440729
Bcell_GC_like,cDC2,0.23312666745518149,-0.024701963277035336
Bcell_GC_like,DC-like APCs,0.3455664017324076,-0.0082371203910094
Bcell_GC_like,dnT,0.04649642258646424,0.01776463327953783
Bcell_GC_like,GC-like B,0.17196162852947006,0.05613124115195041
Bcell_GC_like,Intermediate B,0.6603740107663776,0.00987266324595967
Bcell_GC_like,Memory B,0.0019498780078848353,0.05771445879795332
Bcell_GC_like,moDC,0.77826472273181,0.005697327246459422
Bcell_GC_like,moDC precursor,0.3409887635547846,-0.019989840002717574
Bcell_GC_like,Naïve B,0.04967174576405483,0.04020251587503212
Bcell_GC_like,NK Cytotoxic,0.20675667133040487,-0.012470600667257888
Bcell_GC_like,NKCD56bright,0.9190076604612122,-0.002599892579543142
Bcell_Atypical_ABC,CD14+ Monocytes,8.833542511883663e-6,0.07209755895532496
Bcell_Atypical_ABC,CD16+ NCM,0.43251578193052714,-0.023449930056854803
Bcell_Atypical_ABC,CD4+ Activated,0.11966187115864178,0.012138942351021958
Bcell_Atypical_ABC,CD4+ naïve,0.0020899704741200744,0.016090396364619296
Bcell_Atypical_ABC,CD4+ Tfh,0.2864502096459635,-0.018997007161156633
Bcell_Atypical_ABC,CD4+ Treg,0.01428383001977882,0.031737464087983065
Bcell_Atypical_ABC,CD8+ EM,0.056233972524946774,-0.02417851718659597
Bcell_Atypical_ABC,CD8+ TCM,2.664642413556613e-9,0.028140310029141573
Bcell_Atypical_ABC,CD8+ TEMRA,0.5559882302390418,-0.007457454470687113
Bcell_Atypical_ABC,cDC2,0.023490889315121378,0.09772063443127711
Bcell_Atypical_ABC,DC-like APCs,1.9163818644992455e-18,0.14049461186656478
Bcell_Atypical_ABC,dnT,0.9909029629675916,1.6196084616389443e-4
Bcell_Atypical_ABC,GC-like B,0.15227842887554444,0.16922702427853833
Bcell_Atypical_ABC,Intermediate B,0.06158130356643151,0.07218779218766033
Bcell_Atypical_ABC,Memory B,0.07946850689490101,-0.05529858097622575
Bcell_Atypical_ABC,moDC,3.0475559821306697e-6,0.4332067301299145
Bcell_Atypical_ABC,moDC precursor,2.949452447146062e-4,0.15208850381544287
Bcell_Atypical_ABC,Naïve B,0.6099037840941688,-0.010487899002177241
Bcell_Atypical_ABC,NK Cytotoxic,7.88612780511017e-4,-0.04393176764793218
Bcell_Atypical_ABC,NKCD56bright,0.168151659473717,0.061521315487627556
Bcell_Plasmablast,CD14+ Monocytes,7.078096134494342e-4,-0.04153410818891134
Bcell_Plasmablast,CD16+ NCM,9.618067476220677e-4,-0.04103646430390662
Bcell_Plasmablast,CD4+ Activated,4.434265123617538e-6,0.007911709785469602
Bcell_Plasmablast,CD4+ naïve,1.1391530088521968e-8,0.007918422705431437
Bcell_Plasmablast,CD4+ Tfh,0.06664174334570035,0.008266301071855804
Bcell_Plasmablast,CD4+ Treg,0.049981252104051105,0.006739003981166772
Bcell_Plasmablast,CD8+ EM,3.878301560743591e-8,0.01029991264281356
Bcell_Plasmablast,CD8+ TCM,1.1909430333053044e-25,0.011050450606859703
Bcell_Plasmablast,CD8+ TEMRA,0.7453786407045493,-7.017471573401363e-4
Bcell_Plasmablast,cDC2,0.9342771471213649,0.0015143108995304283
Bcell_Plasmablast,DC-like APCs,6.710071019166392e-6,-0.03765602483327934
Bcell_Plasmablast,dnT,0.02097798651858554,0.005077906728094168
Bcell_Plasmablast,GC-like B,0.012259291186700803,0.025804300768688247
Bcell_Plasmablast,Intermediate B,0.3583502604420253,0.010466850091893895
Bcell_Plasmablast,Memory B,0.0019460050817395054,0.007269982261435099
Bcell_Plasmablast,moDC,0.18344315318333784,0.008047879856682526
Bcell_Plasmablast,moDC precursor,0.0053858207196246415,-0.059145122314148486
Bcell_Plasmablast,Naïve B,2.220941237595192e-5,0.00942121492235881
Bcell_Plasmablast,NK Cytotoxic,9.296225299037192e-7,0.01034562348784621
Bcell_Plasmablast,NKCD56bright,0.0038997732704512634,0.011350163746727576
Autophagy_Initiation,CD14+ Monocytes,2.5819152825400907e-4,-0.03869967663024982
Autophagy_Initiation,CD16+ NCM,0.8828345000405134,0.0022614161227215743
Autophagy_Initiation,CD4+ Activated,0.13198106061681042,0.01068778169270049
Autophagy_Initiation,CD4+ naïve,0.5077516313714179,-0.004485108429549652
Autophagy_Initiation,CD4+ Tfh,0.8221336108635255,-0.004312125455695635
Autophagy_Initiation,CD4+ Treg,0.7111519161461284,-0.0062442331670907476
Autophagy_Initiation,CD8+ EM,0.0886697566881424,0.01245744941171537
Autophagy_Initiation,CD8+ TCM,0.003045175090370726,-0.01628646873038088
Autophagy_Initiation,CD8+ TEMRA,0.26992370367554197,0.009794326314464528
Autophagy_Initiation,cDC2,0.22784613331785514,-0.016610448712079166
Autophagy_Initiation,DC-like APCs,0.03460732373977245,-0.01897665239499038
Autophagy_Initiation,dnT,0.3884000001769268,0.0070072990096532155
Autophagy_Initiation,GC-like B,0.13930384862439152,-0.03546980619093077
Autophagy_Initiation,Intermediate B,0.6195461929216775,-0.006823994353250975
Autophagy_Initiation,Memory B,0.7296654268752587,-0.004111093607639473
Autophagy_Initiation,moDC,0.05471503849313395,-0.04280665721148179
Autophagy_Initiation,moDC precursor,0.1901040325436508,-0.029725997394524417
Autophagy_Initiation,Naïve B,0.7827848714170316,-0.004158848482243653
Autophagy_Initiation,NK Cytotoxic,0.3401723360340636,0.007808254036467481
Autophagy_Initiation,NKCD56bright,0.6650470588205476,-0.008938983847745987
Autophagy_Conjugation,CD14+ Monocytes,5.804390129067486e-4,-0.03694614100268337
Autophagy_Conjugation,CD16+ NCM,0.21399476240356838,-0.01814862512801373
Autophagy_Conjugation,CD4+ Activated,0.0270818745139436,-0.01531444466943485
Autophagy_Conjugation,CD4+ naïve,0.005968506321808006,-0.018809969347053843
Autophagy_Conjugation,CD4+ Tfh,0.2130880479344907,-0.023578740656527104
Autophagy_Conjugation,CD4+ Treg,3.5306233174638e-4,-0.05911921468879678
Autophagy_Conjugation,CD8+ EM,0.4941360381946328,-0.00503659235161311
Autophagy_Conjugation,CD8+ TCM,0.10747983255029511,-0.008917903356326464
Autophagy_Conjugation,CD8+ TEMRA,0.6020628871540157,0.004708861589096018
Autophagy_Conjugation,cDC2,0.9127031262345761,-0.001462868562202486
Autophagy_Conjugation,DC-like APCs,4.457160323192747e-5,-0.041977277464465
Autophagy_Conjugation,dnT,0.159912349397405,0.011453283094051718
Autophagy_Conjugation,GC-like B,0.2519224345518034,0.028569870222811353
Autophagy_Conjugation,Intermediate B,0.25763214890989394,0.016139737451499034
Autophagy_Conjugation,Memory B,0.024794547210519064,-0.02871370823533314
Autophagy_Conjugation,moDC,0.014804229242166933,0.09721573741105838
Autophagy_Conjugation,moDC precursor,0.8283893313091016,-0.006209325059439991
Autophagy_Conjugation,Naïve B,0.04482870358226393,-0.029029169978681317
Autophagy_Conjugation,NK Cytotoxic,0.1016775553548312,-0.013270871350352478
Autophagy_Conjugation,NKCD56bright,0.9342505670398106,0.0018476864460535447
Autophagy_Fusion,CD14+ Monocytes,7.774020014897207e-9,-0.09791625868496034
Autophagy_Fusion,CD16+ NCM,0.012425444182853405,-0.062904002206317
Autophagy_Fusion,CD4+ Activated,2.2881588563513985e-4,-0.04292331002954801
Autophagy_Fusion,CD4+ naïve,0.23983294306950073,-0.014308300664685001
Autophagy_Fusion,CD4+ Tfh,0.562023297363304,-0.018107123499504652
Autophagy_Fusion,CD4+ Treg,0.7323043920681825,-0.009736086315855663
Autophagy_Fusion,CD8+ EM,0.20624167511780267,-0.013670851479567462
Autophagy_Fusion,CD8+ TCM,0.022041490537135142,-0.021379184344109882
Autophagy_Fusion,CD8+ TEMRA,0.34382528283208497,-0.013269247474727247
Autophagy_Fusion,cDC2,0.05364709672514941,-0.03881329213282944
Autophagy_Fusion,DC-like APCs,3.584550000526272e-9,-0.09045989177601259
Autophagy_Fusion,dnT,0.029454208561888823,-0.02916953305596629
Autophagy_Fusion,GC-like B,0.8715719336421747,0.004326203207055276
Autophagy_Fusion,Intermediate B,0.6730107327648932,-0.010100518978996501
Autophagy_Fusion,Memory B,0.9349605556413463,-0.0018511221192015444
Autophagy_Fusion,moDC,0.25944175478406234,0.036168223085604925
Autophagy_Fusion,moDC precursor,0.11306456819328246,-0.07429801325887825
Autophagy_Fusion,Naïve B,0.6416342802338771,-0.011497817849936642
Autophagy_Fusion,NK Cytotoxic,0.6510797279607999,-0.006009093015044179
Autophagy_Fusion,NKCD56bright,0.7293571955394285,-0.011075463289191342
Autophagy_Lysosome,CD14+ Monocytes,8.321439611457697e-10,-0.13278075755880855
Autophagy_Lysosome,CD16+ NCM,9.490717569912824e-5,-0.12441348971497614
Autophagy_Lysosome,CD4+ Activated,0.49460987878330026,-0.004993899981469897
Autophagy_Lysosome,CD4+ naïve,0.17434579549182141,0.00874450471100448
Autophagy_Lysosome,CD4+ Tfh,0.03447579221852717,0.0384993735551701
Autophagy_Lysosome,CD4+ Treg,0.024979571991430256,-0.035474644998793145
Autophagy_Lysosome,CD8+ EM,0.5461574879050046,0.004378619755411079
Autophagy_Lysosome,CD8+ TCM,0.02335465909322069,0.011539937193033492
Autophagy_Lysosome,CD8+ TEMRA,0.6615433080582106,-0.0038978918907122085
Autophagy_Lysosome,cDC2,0.8850615509683952,0.005288169000899506
Autophagy_Lysosome,DC-like APCs,0.0067819485682341085,-0.05800223688777293
Autophagy_Lysosome,dnT,0.5609958031059682,0.00462621804445933
Autophagy_Lysosome,GC-like B,0.572314593952399,0.016188908408257804
Autophagy_Lysosome,Intermediate B,0.6248089831382934,-0.008617048369704143
Autophagy_Lysosome,Memory B,0.08647339996373384,-0.02569760388140429
Autophagy_Lysosome,moDC,1.8737396911552322e-4,0.21848292932269775
Autophagy_Lysosome,moDC precursor,0.7518680187407436,0.014369457550649075
Autophagy_Lysosome,Naïve B,0.10476047530571174,-0.02882749652342734
Autophagy_Lysosome,NK Cytotoxic,0.2109973295537707,0.010074014836917495
Autophagy_Lysosome,NKCD56bright,0.8977187388972596,0.0026491628479214766
Autophagy_CLEAR_TFs,CD14+ Monocytes,0.09220921709060736,0.053483409670212825
Autophagy_CLEAR_TFs,CD16+ NCM,0.05495272856174498,0.05703703767884237
Autophagy_CLEAR_TFs,CD4+ Activated,3.615018121619387e-6,0.015327895722537233
Autophagy_CLEAR_TFs,CD4+ naïve,2.691867512573906e-10,0.019665449585671086
Autophagy_CLEAR_TFs,CD4+ Tfh,0.052549717047487815,0.01762480986594979
Autophagy_CLEAR_TFs,CD4+ Treg,0.03537748438004908,0.01315472389334045
Autophagy_CLEAR_TFs,CD8+ EM,0.03523636386196288,0.007817395206299918
Autophagy_CLEAR_TFs,CD8+ TCM,3.591821871601176e-33,0.03101904177952175
Autophagy_CLEAR_TFs,CD8+ TEMRA,0.4094581610749497,-0.0035279810281364163
Autophagy_CLEAR_TFs,cDC2,0.0074349219918953035,0.1019789177275422
Autophagy_CLEAR_TFs,DC-like APCs,0.7033095053809189,-0.0131640949072528
Autophagy_CLEAR_TFs,dnT,0.01137008788737404,0.010180986800964447
Autophagy_CLEAR_TFs,GC-like B,0.4108673776232833,0.026530471718792904
Autophagy_CLEAR_TFs,Intermediate B,0.4963802071229186,-0.016913082123388854
Autophagy_CLEAR_TFs,Memory B,0.8854519767344696,-0.0033325591626929794
Autophagy_CLEAR_TFs,moDC,0.4853580470150648,0.00950982739293402
Autophagy_CLEAR_TFs,moDC precursor,0.9658599442416324,-0.0017236425300974285
Autophagy_CLEAR_TFs,Naïve B,0.7581043881708964,0.006354323735153039
Autophagy_CLEAR_TFs,NK Cytotoxic,0.4914030583291521,0.003501705370707449
Autophagy_CLEAR_TFs,NKCD56bright,0.2693969610722648,0.01705324356147353
Autophagy_Cargo,CD14+ Monocytes,2.0534876356274325e-8,-0.11138030665120996
Autophagy_Cargo,CD16+ NCM,0.7075553676029585,-0.009030073466805616
Autophagy_Cargo,CD4+ Activated,0.011767777565103976,0.028281678302841354
Autophagy_Cargo,CD4+ naïve,6.035105616725856e-5,0.04190783027793783
Autophagy_Cargo,CD4+ Tfh,0.21126445999560375,0.03478776676102198
Autophagy_Cargo,CD4+ Treg,0.8078544187487919,0.0071405960079044374
Autophagy_Cargo,CD8+ EM,0.04279562242624821,0.023188652447396894
Autophagy_Cargo,CD8+ TCM,9.497170608223956e-4,0.0282374090027591
Autophagy_Cargo,CD8+ TEMRA,0.16382232006727207,0.019909354883384682
Autophagy_Cargo,cDC2,0.588930402010815,-0.012943793998675365
Autophagy_Cargo,DC-like APCs,3.267631601100381e-7,-0.09379772262371706
Autophagy_Cargo,dnT,5.805596699918773e-4,0.046079130147295776
Autophagy_Cargo,GC-like B,0.3796190125843903,0.030652195643262166
Autophagy_Cargo,Intermediate B,0.1312117690293537,0.034256579271866865
Autophagy_Cargo,Memory B,0.4594511422501529,-0.015531225805684485
Autophagy_Cargo,moDC,0.9436030508360242,0.003463882942888879
Autophagy_Cargo,moDC precursor,0.5823375999679614,-0.02172950368797808
Autophagy_Cargo,Naïve B,0.9603323733215636,-0.001369517288875515
Autophagy_Cargo,NK Cytotoxic,2.4375963158894658e-4,0.05040826762334522
Autophagy_Cargo,NKCD56bright,0.29810753512631377,0.03441927126541251
Autophagy_Mitophagy,CD14+ Monocytes,0.46812407218818675,0.00584285086298769
Autophagy_Mitophagy,CD16+ NCM,0.031614813390097606,0.028177188158058884
Autophagy_Mitophagy,CD4+ Activated,0.007121987517252257,0.016622275221820308
Autophagy_Mitophagy,CD4+ naïve,4.066857405009397e-5,0.03207967035532222
Autophagy_Mitophagy,CD4+ Tfh,0.8480394336734471,0.0036798517633390725
Autophagy_Mitophagy,CD4+ Treg,0.043185009246208585,0.025197068054518323
Autophagy_Mitophagy,CD8+ EM,0.06944396230144083,0.010989265261697802
Autophagy_Mitophagy,CD8+ TCM,4.864244660209183e-10,0.03955287138471359
Autophagy_Mitophagy,CD8+ TEMRA,0.9008600513697054,8.933994705422758e-4
Autophagy_Mitophagy,cDC2,8.427231056557857e-4,0.05203392590197479
Autophagy_Mitophagy,DC-like APCs,0.03522790365715873,0.01869555174306921
Autophagy_Mitophagy,dnT,0.5369190471745747,0.004511413465910064
Autophagy_Mitophagy,GC-like B,0.762470728089744,-0.006335078936342766
Autophagy_Mitophagy,Intermediate B,0.005513397143699422,0.04517036061159087
Autophagy_Mitophagy,Memory B,0.9715637537983715,4.1254627528885016e-4
Autophagy_Mitophagy,moDC,0.535235868713897,0.009665939393233843
Autophagy_Mitophagy,moDC precursor,0.10123933926064455,0.06008001447096728
Autophagy_Mitophagy,Naïve B,0.2248362849176103,0.01727048745092844
Autophagy_Mitophagy,NK Cytotoxic,1.4243882916562984e-4,0.025141503013547815
Autophagy_Mitophagy,NKCD56bright,0.9821422602155307,3.5746460780433295e-4
Autophagy_Xenophagy,CD14+ Monocytes,1.8370867775590018e-9,-0.09049688697182676
Autophagy_Xenophagy,CD16+ NCM,0.7938926785465588,-0.005300215641802718
Autophagy_Xenophagy,CD4+ Activated,0.48597120910220276,0.005410400628325906
Autophagy_Xenophagy,CD4+ naïve,0.15554752089070673,0.0107455202433138
Autophagy_Xenophagy,CD4+ Tfh,0.4990000800521682,-0.01605407761477026
Autophagy_Xenophagy,CD4+ Treg,0.06434499266402467,-0.03931351346113485
Autophagy_Xenophagy,CD8+ EM,0.12602513242165625,0.012694112366437912
Autophagy_Xenophagy,CD8+ TCM,0.040432922421452015,0.012748639358776875
Autophagy_Xenophagy,CD8+ TEMRA,0.9192621700557257,-0.0010329985905438057
Autophagy_Xenophagy,cDC2,0.4891045552774057,-0.015304482999038025
Autophagy_Xenophagy,DC-like APCs,4.4841700412641314e-8,-0.07867481213761433
Autophagy_Xenophagy,dnT,0.0210534513901631,0.021566724692330962
Autophagy_Xenophagy,GC-like B,0.8202183527336198,0.0069874122439589695
Autophagy_Xenophagy,Intermediate B,0.03216372502746604,0.0364435079615356
Autophagy_Xenophagy,Memory B,0.0893225919582541,-0.025323062111503175
Autophagy_Xenophagy,moDC,0.006257530812527547,0.11197137852399479
Autophagy_Xenophagy,moDC precursor,0.3546954151097359,-0.03121761091422209
Autophagy_Xenophagy,Naïve B,0.4827350374556666,-0.012654297393308917
Autophagy_Xenophagy,NK Cytotoxic,0.005685128299399366,0.026481770154743893
Autophagy_Xenophagy,NKCD56bright,0.3939470835263451,0.020546905342412047
Autophagy_cGAS_STING,CD14+ Monocytes,6.179469330768114e-4,-0.042740707142431486
Autophagy_cGAS_STING,CD16+ NCM,5.771209836464314e-4,-0.12740559210804034
Autophagy_cGAS_STING,CD4+ Activated,0.004088447815486188,0.009172741391504369
Autophagy_cGAS_STING,CD4+ naïve,3.752343578077812e-8,0.011285922706659622
Autophagy_cGAS_STING,CD4+ Tfh,0.151500680940581,0.011433317113288564
Autophagy_cGAS_STING,CD4+ Treg,0.2817030055387286,0.006392162978691114
Autophagy_cGAS_STING,CD8+ EM,0.006078343969705658,0.006178015226709622
Autophagy_cGAS_STING,CD8+ TCM,9.205376747480282e-39,0.017874168582505963
Autophagy_cGAS_STING,CD8+ TEMRA,0.4259102168764507,0.0020066878331704142
Autophagy_cGAS_STING,cDC2,0.7247085264249622,0.00879265228000833
Autophagy_cGAS_STING,DC-like APCs,0.004864349109345115,-0.018677095078421264
Autophagy_cGAS_STING,dnT,0.37174219344791,0.0029373006695861503
Autophagy_cGAS_STING,GC-like B,0.35962212407915434,0.011394236619150861
Autophagy_cGAS_STING,Intermediate B,0.8522996044949425,-0.004138340653254522
Autophagy_cGAS_STING,Memory B,0.0444223147598015,-0.016857759012843174
Autophagy_cGAS_STING,moDC,0.14336081995471717,0.0120159890356625
Autophagy_cGAS_STING,moDC precursor,0.1216826229587227,-0.01969096666824221
Autophagy_cGAS_STING,Naïve B,0.007343980526317015,0.016162891202572093
Autophagy_cGAS_STING,NK Cytotoxic,0.12989350976908964,0.0032682618459406038
Autophagy_cGAS_STING,NKCD56bright,0.0778737209336423,0.00970499512613378
Autophagy_mTORC,CD14+ Monocytes,0.3480545452596158,0.015253148484308497
Autophagy_mTORC,CD16+ NCM,0.5172660979255059,-0.012733439976848716
Autophagy_mTORC,CD4+ Activated,0.5485352020099978,-0.005951345452113748
Autophagy_mTORC,CD4+ naïve,0.36669354422273637,0.009128263493292205
Autophagy_mTORC,CD4+ Tfh,0.3040519042093739,-0.02481373671204969
Autophagy_mTORC,CD4+ Treg,0.32564134782964954,-0.02338164109085352
Autophagy_mTORC,CD8+ EM,0.26716769210701097,-0.011439508857959123
Autophagy_mTORC,CD8+ TCM,0.1151508323068634,0.012362940682685486
Autophagy_mTORC,CD8+ TEMRA,0.0024251308432230436,-0.03985284392530948
Autophagy_mTORC,cDC2,0.821162192932009,-0.004149102548572115
Autophagy_mTORC,DC-like APCs,0.13940451713423066,0.02245900030151906
Autophagy_mTORC,dnT,0.5398490629302026,-0.006851453266130009
Autophagy_mTORC,GC-like B,0.3171020617749802,-0.04508380848157073
Autophagy_mTORC,Intermediate B,0.3986475338353791,-0.019175144465092178
Autophagy_mTORC,Memory B,0.6018486673752438,-0.009706756634439415
Autophagy_mTORC,moDC,0.9347748648962408,0.0028182809442651047
Autophagy_mTORC,moDC precursor,0.12414046550708122,0.05953861243239927
Autophagy_mTORC,Naïve B,0.9503613847312401,-0.0012968515016642344
Autophagy_mTORC,NK Cytotoxic,0.3538467562948798,-0.010786854981282668
Autophagy_mTORC,NKCD56bright,0.6419804451564672,-0.012781915551683195
Autophagy_AMPK,CD14+ Monocytes,0.605194389635893,0.0048077544037289114
