Module,Module_Pretty,Cluster,PValue,HL_Shift,Module_Reviewer
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD14+ Monocytes,0.006026547292079633,0.04072986775742433,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD16+ NCM,0.8907711288616939,-0.0023506018961717795,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD4+ Activated,0.21352539847865906,-0.011122440789147816,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD4+ naïve,7.091738121325867e-4,-0.027858596292095538,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD4+ Tfh,0.3584693864224483,0.020136781293767798,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD4+ Treg,0.4459131492081258,-0.016488072650763644,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD8+ EM,0.005443402932096317,0.025786419639840415,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD8+ TCM,0.0594183625677818,-0.01215166335805654,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,CD8+ TEMRA,0.2939113242072021,0.01170383998730276,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,cDC2,0.43480854992915174,-0.01590875740465795,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,DC-like APCs,0.04985101166137274,0.027295407304133965,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,dnT,0.05055520631384283,0.021803193049496104,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,GC-like B,0.2801019195131337,0.04204806048732289,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,Intermediate B,0.23245170670690105,0.026914989630566002,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,Memory B,0.42996916753256925,0.011654773263809565,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,moDC,0.3650545831905922,-0.029321054319063046,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,moDC precursor,0.1409474520600821,0.05492282321681767,TGFb TGFB TGFBR module
TGFb_TGFB_TGFBR_module,TGFb : TGFB–TGFBR module,Naïve B,0.6416342802338771,0.007587838102744568,TGFb TGFB TGFBR module
