"gene","logFC","logCPM","F","PValue","FDR"
"NECTIN2",1.7818212621696,4.42589238470532,28.9957259893452,0.000217225378478884,0.126858850237821
"CXXC5",0.85543693293897,4.53363270094132,28.801654777572,0.000223126196020778,0.126858850237821
"SH2B2",1.2423283315054,4.09765486416611,28.5054827414686,0.000232956741186825,0.126858850237821
"WAS",0.706415007683222,5.86696447831094,28.1234727970033,0.00024594094199703,0.126858850237821
"IQSEC1",0.724118603311975,7.83863543905297,27.9893959694178,0.000250770534459994,0.126858850237821
"RASGRP4",1.71923595851868,2.35861948503631,27.9993604536485,0.000252040686929134,0.126858850237821
"ZSWIM4",1.01510348457582,5.48369786111976,27.9365353726749,0.000252739513871064,0.126858850237821
"SIGLEC9",1.95156607266662,3.85479180503585,27.5598180549027,0.000268093602825844,0.126858850237821
"PLEKHO1",0.551176153385029,6.40461163424616,27.3836825966998,0.000274126920010804,0.126858850237821
"LILRB3",1.58788308096439,3.88085674852227,27.2776348694764,0.000279076079840203,0.126858850237821
"QSOX1",1.45821009888475,6.32478875070429,27.1288349729282,0.000284727967113103,0.126858850237821
"APOBR",1.43579850038447,6.38144898908431,27.0740801094338,0.000287064922570299,0.126858850237821
"SH3BP5",0.943017853459557,7.00436084093079,26.8024141080019,0.000298989419918007,0.126858850237821
"LINC01270",2.59992792808699,1.11535201557726,24.9435256816052,0.000304948950000548,0.126858850237821
"LINC02970",2.02109119816783,0.526939883863873,24.694320603737,0.000308336245016415,0.126858850237821
"DOCK5",1.33078915474308,7.01599940612251,26.5325257875594,0.000311435823758782,0.126858850237821
"GGT8P",2.35067662860968,3.6338607215954,26.4473359543582,0.000317976376962862,0.126858850237821
"IRGQ",0.911382087907676,4.99646585608748,26.0738639742138,0.000334074174388981,0.126858850237821
"KCNJ15",2.17571987766037,3.61216657014054,26.1079561727546,0.00033453978198788,0.126858850237821
"SH2B3",0.535073654624386,6.66304647083165,25.9452324778325,0.000340699407751291,0.126858850237821
"PPP1R9B",0.698797720793349,5.75667851258674,25.7683700068857,0.000350158140191991,0.126858850237821
"STK3",0.861128839871399,7.00366152671422,25.743720211368,0.000351481570899935,0.126858850237821
"RCBTB2",0.705304732116541,4.94084897869503,25.454133797181,0.000367742076368131,0.126858850237821
"IFNGR1",0.755476909384695,5.88016525398382,25.2100050573342,0.000382065029357669,0.126858850237821
"PDGFB",1.15925077330748,2.90288690086424,25.1576707325574,0.000387437384342964,0.126858850237821
"CTBP2",1.16201636845408,7.02457116080402,25.0932943627471,0.000389145011873018,0.126858850237821
"BPGM",-0.806383050975683,5.71214516544934,24.8850858420747,0.000402197573793346,0.126858850237821
"ENSG00000290585",2.40679363294153,-0.0814138456686305,22.5125408316258,0.000404454968413809,0.126858850237821
"ENSG00000250820",-0.940903744683296,2.28509752136623,24.69759901608,0.000415450589127403,0.126858850237821
"PLPPR2",1.56848027432843,1.63851188902379,24.4487183055444,0.000422131684850597,0.126858850237821
"MAFB",1.70807743745207,6.11833821187298,24.53312365329,0.000425485566375487,0.126858850237821
"CSF3R",2.03056252697259,4.07337076522297,24.3774400427207,0.000437406914245644,0.126858850237821
"TREML3P",2.94711836793703,-0.407672386757498,22.6261091077205,0.000437516898425214,0.126858850237821
"HTRA1",1.44286576586459,3.16773335323254,24.3484718158111,0.000440557296912675,0.126858850237821
"ENSG00000283573",2.91815814047514,2.66603839187067,24.1126262014024,0.00044109232362187,0.126858850237821
"TFEB",0.617218721724793,5.77964579342106,24.2373141417987,0.000446262631858088,0.126858850237821
"EMILIN2",1.44591816327168,6.99364947929153,24.2243748505449,0.000447186290416996,0.126858850237821
"KLF12",-0.523245293277672,9.49434106112319,24.1955239431024,0.000449268240360698,0.126858850237821
"FCHO2",1.01119025582283,6.05964587947046,24.1640286744993,0.000451596843931673,0.126858850237821
"MYBPC3",1.48071410473821,2.97774465072642,24.0515906030876,0.000463029918686937,0.126858850237821
"SMC5-DT",-1.0036707218602,3.03755674527362,23.9789417330974,0.000465766647591378,0.126858850237821
"PDE4A",1.0696447065037,5.38903301371801,23.9249367344811,0.000469557743014758,0.126858850237821
"SH3BP2",1.55541862142222,6.73790623713711,23.7151789795466,0.000485952426066373,0.128581595637938
"ADAM9",1.02282450909048,6.19775612734219,23.5226093477066,0.000501640589573411,0.128581595637938
"ZNF503",2.09460852497479,0.304411300534273,21.5799453703013,0.000507521897224078,0.128581595637938
"CD300LB",1.77932557241131,2.07588605631802,23.3759693223925,0.000510889379600432,0.128581595637938
"SLC26A6",0.985725858266941,3.2994702694064,23.4015136432106,0.000513025865790901,0.128581595637938
"LINC01094",1.76528889882323,2.38320894193706,23.389650952734,0.000515595540806045,0.128581595637938
"FXYD6-AS1",2.74232633637102,-0.394759163507612,21.5683566693428,0.000526754051804809,0.129701516654521
"SIRPB2",2.213044083284,3.05020849757029,23.0520489709556,0.000547062822706753,0.13265951522916
"ADAM8",1.10686578770807,5.73834099182001,22.9296565911881,0.000553865780787192,0.13265951522916
"PDLIM7",1.51298296207909,4.60039379171155,22.7887210023995,0.000567462671897749,0.13265951522916
"ENSG00000285658",-0.835335794977054,2.8794310137605,22.7431772160624,0.000572134115943087,0.13265951522916
"LILRB4",1.90866651839212,4.25855107897623,22.7338608093507,0.000573310994117377,0.13265951522916
"VDR",1.58702315156585,5.56707261183715,22.6607789427554,0.000579686345593181,0.13265951522916
"KCNMB1",1.49299510452274,2.09636634720621,22.5027215778954,0.00059788392968649,0.133599274883219
"ENG",1.71354010983459,6.08066160773068,22.4011492102352,0.000605899850934273,0.133599274883219
"CEBPD",1.15705635886481,1.80417836075641,22.3397754502315,0.000614231221881353,0.133599274883219
"PITPNA",0.613066144490012,7.12795467531251,22.1784355485058,0.000629499261229531,0.133599274883219
"HLX",1.63210457247594,2.47433043522831,22.1534785863504,0.000637032990969533,0.133599274883219
"ENSG00000283155",1.41407674867132,3.15829211067131,22.091273905329,0.000642022752588973,0.133599274883219
"STXBP2",0.735782588653297,6.07319015371514,22.0363425690023,0.000645166345079758,0.133599274883219
"SKAP2",1.1129148663963,6.65854713272365,22.0254570820717,0.000646381947007123,0.133599274883219
"CCDC149",1.62791331475098,3.06059696995331,22.0452814582237,0.000648334189068942,0.133599274883219
"ENSG00000234261",1.15733728459869,3.86998460104964,21.9772845974835,0.000652474352966576,0.133599274883219
"TFE3",0.850981301033623,5.22611142019201,21.890047479404,0.000661814394597338,0.133899643332599
"ZMIZ1",1.11061131335763,8.29764541811611,21.8385545285821,0.000667708482585959,0.133899643332599
"TPM4",0.927650713360753,6.93885469153776,21.7420141201177,0.000679070192789498,0.134788503981034
"LRP1",1.61435762815737,6.83239442264929,21.6247215493006,0.000693182358842951,0.136199830749627
"PILRA",1.00803717363937,5.64515925059713,21.5651352264715,0.000700505028994287,0.136262238239969
"NBPF10",0.579816980989234,5.44644913205816,21.4200443650939,0.000718649117536197,0.138407550834793
"STK38L",0.988479176420437,7.35204611160491,21.0428846175165,0.000768457330967325,0.144716526603997
"AP1S2",0.644280880285413,5.69228408043556,21.0355073526038,0.000769504366817644,0.144716526603997
"NARS2",-0.692024729022037,6.02864995413237,21.001135478298,0.000774223808153769,0.144716526603997
"AGO4",0.520614747799922,6.20016714918945,20.8787937362809,0.000791425389868663,0.144716526603997
"LILRB1",1.41039903025466,5.29559997222657,20.8202686788393,0.00079993023004083,0.144716526603997
"LILRA2",1.91380898626641,1.44264617869439,20.4415214835266,0.000805012334854629,0.144716526603997
"ENSG00000286288",1.36904606880926,1.24170707240994,20.5328340414883,0.000812562163832728,0.144716526603997
"GDI1",0.714890734962742,5.79752327433233,20.6770920824403,0.00082078429329677,0.144716526603997
"C15orf39",0.781502761950156,4.10474808204239,20.6201112037357,0.000829660486232543,0.144716526603997
"ENSG00000287778",1.39857371723168,0.623043517769249,19.8590886646683,0.000845831641570641,0.144716526603997
"INPPL1",0.713908560845602,5.32111733305871,20.5052289098435,0.000846823963494822,0.144716526603997
"YWHAZP2",1.17566229044819,-0.359959239523787,18.9386928246975,0.000863514403657323,0.144716526603997
"DOCK7",0.924886963003444,5.52669531910283,20.3241368510551,0.000875299486335327,0.144716526603997
"ENSG00000255491",2.50055009274943,1.61932218460233,19.7339497522731,0.000877174058042805,0.144716526603997
"CARD16",0.790118017030095,3.69016240972197,20.2986110650031,0.000880103706708302,0.144716526603997
"ARSD",1.04001754905161,2.44020506148866,20.3270869157292,0.000880946084438291,0.144716526603997
"ENSG00000258561",-0.966636729692211,4.25357719314102,20.2825147490994,0.000882070542013968,0.144716526603997
"LINC01036",-0.741582295185457,3.68105410359303,20.2636261864803,0.000885321132319332,0.144716526603997
"RFX3-DT",-0.699615674245195,6.02381969998347,20.1748172072543,0.000899588196810728,0.145823246703019
"VCAN-AS1",1.50199292417002,4.75576460787192,19.9633730861704,0.000935773109026555,0.14832357427782
"ATP6V0A1",0.918475750730104,5.0035990390994,19.9613399677446,0.000935903561233228,0.14832357427782
"RPS6KA1",0.736170251082434,5.37139167706609,19.9495676380174,0.000937888116192259,0.14832357427782
"ANKK1",-1.41991315676587,0.539688623323822,19.9278444727564,0.000958902545935486,0.149738117840315
"ELF4",0.68849158141366,6.2172248379704,19.8115838371562,0.000962228291694395,0.149738117840315
"PPIF",1.59473268359194,6.12222298584593,19.6248688285369,0.000996457473930196,0.153834053832462
"CRYZ",-0.828255288364435,3.33186916777111,19.4743402121783,0.0010255062134677,0.157072022554123
"ENSG00000231881",2.09711024415874,1.24902094474272,18.7997017819408,0.00105265026289721,0.158345401183507
"IQGAP1",0.512629226738004,8.81820937351468,19.3111590129651,0.0010571450527857,0.158345401183507
"SOCS6",1.32029654596914,3.92059016194262,19.2824661435563,0.00106403416755684,0.158345401183507
"GLIPR2",0.790265405568361,5.50361375806664,19.247240523505,0.00107011974750504,0.158345401183507
"GLT1D1",1.90378558922754,4.42253596240525,19.1527860523455,0.00109052335973761,0.158345401183507
"ADGRG3",1.69879930146432,2.08795456188478,19.0851272034005,0.00110266423119588,0.158345401183507
"ADGRE2",1.73816756358537,6.16345170725188,19.0187080767227,0.00111783628046126,0.158345401183507
"LUCAT1",1.89000004921257,6.95122895806354,18.9874711347845,0.00112451045255582,0.158345401183507
"PLXNB2",1.50175408473752,5.59595547881936,18.969435740286,0.0011284971971761,0.158345401183507
"SLC43A2",1.4484161638672,7.66252480017586,18.8969667627999,0.00114421791718764,0.158345401183507
"CXCL1",3.08262140143096,3.14018187070781,18.8510571068846,0.00114639374367835,0.158345401183507
"CD300C",1.84140523194544,2.20507025366008,18.8144301149968,0.00116144834766503,0.158345401183507
"GAB1",0.968879802734276,5.34519275320652,18.8191289310577,0.00116159839480512,0.158345401183507
"CD163",2.43341568703329,4.69456458302547,18.8094691952431,0.0011651582377914,0.158345401183507
"VCAN",2.82166357451313,9.92458166340926,18.7974414568604,0.00116637214222667,0.158345401183507
"NLRP12",1.85514755749739,3.19758324746958,18.8230322329421,0.00116738410088632,0.158345401183507
"LATS2",0.805744766478039,5.54891011841705,18.7568196837429,0.00117563222974554,0.158345401183507
"FNDC3B",1.17939327556828,9.58740233378798,18.727480695332,0.00118225893916307,0.158345401183507
"PIP5KL1",-1.90675500853591,2.66286569001101,18.7046175476582,0.00118889791011718,0.158345401183507
"IFFO1",0.51479576066903,4.93562847150648,18.6215034017825,0.00120693287288789,0.158345401183507
"IGSF3P2",1.76193805998087,0.122834736001812,17.4112038129191,0.0012076529846886,0.158345401183507
"NQO2",0.566408402138118,5.15731331017529,18.5959999924286,0.0012129068875356,0.158345401183507
"NAGA",0.80920109328085,3.26113693603219,18.4873655172325,0.00124082389028916,0.158531489997789
"TNFSF8",1.00600078185787,5.85725965463692,18.386611637874,0.00126349352741878,0.158531489997789
"ENSG00000257239",1.68540534245063,0.287895623863982,17.3626429385107,0.00126756421886935,0.158531489997789
"ZNF516",1.1468008317626,7.78420283882604,18.3671468337265,0.00126827534187253,0.158531489997789
"PSAP",1.19694908868513,8.82521049545702,18.3635675604963,0.0012691525046295,0.158531489997789
"AKAP6",-0.843242039851561,2.93485737915906,18.3667718716074,0.00126931041885945,0.158531489997789
"ENSG00000287494",1.17654146323601,1.70638950863022,18.3210152776294,0.0012791385989328,0.158531489997789
"SHTN1",1.61043424408563,5.42824409788838,18.3229123374336,0.00127953135562682,0.158531489997789
"CXCL16",1.24877688876633,4.86826633270169,18.2566850908234,0.00129638880540258,0.158615054311094
"NBPF14",0.644779955143872,6.39286097044749,18.2431447904334,0.00129958842229868,0.158615054311094
"PIK3R5",1.15936425726643,9.60081198722274,18.2232276006543,0.00130466834720209,0.158615054311094
"KIF13A",1.53018367641474,6.22017971213332,18.137748463116,0.00132694385780152,0.159086763574977
"TYROBP",1.50341350586832,5.10704533623682,18.1008624025744,0.00133688531024439,0.159086763574977
"PITPNM1",0.646939508846502,5.24798771261715,18.0610004968959,0.00134729484713442,0.159086763574977
"SOGA1",0.849692811058331,4.64728413525157,18.0426786426,0.00135238291092367,0.159086763574977
"PLIN3",1.12951120477724,4.16289734619343,18.0310909933367,0.00135593716677152,0.159086763574977
"TBC1D3F",3.59213224637494,-0.579143054427894,16.5392636753551,0.00137038960729978,0.159086763574977
"LILRA1",1.75833166852458,1.46068506416489,17.7399054555596,0.00138057696697193,0.159086763574977
"PTPN12",0.942801125723515,7.84839124682079,17.9146243530509,0.00138699327423531,0.159086763574977
"GK5",1.1596505973101,6.37522598343801,17.8972903609699,0.00139183416507659,0.159086763574977
"GPR84",1.99273649958529,2.4109518172214,17.9001847703039,0.00139248200639401,0.159086763574977
"CASP1",1.12449823459499,5.47361776531411,17.8735812995842,0.00139851103081025,0.159086763574977
"ATP13A3-DT",1.58256155170549,2.987188517969,17.8481244571651,0.00141326508696939,0.15983042134726
"GBGT1",0.886281570701481,2.72299564273048,17.7887550085508,0.00142801132131621,0.160154002687001
"FAM110A",0.688783700478057,3.76108780119414,17.7558813624809,0.00143259286795899,0.160154002687001
"MGAM",1.63102593608162,5.27505310707428,17.6871928592239,0.00145189604708565,0.1613844680452
"SCO2",0.919574279521656,3.03534372610307,17.578579407098,0.0014876046586856,0.162002200783998
"TPP1",0.797437796485086,5.86107690902557,17.5583259056238,0.00148988074017819,0.162002200783998
"SH3BP1",0.658194301813354,4.42990831284451,17.5257302053981,0.0015000096903015,0.162002200783998
"OS9",0.482209584057381,7.29672242435421,17.5135125265738,0.00150339153871708,0.162002200783998
"LINC00607",2.16578891061064,2.41262582134758,17.4929609706694,0.00150514606643882,0.162002200783998
"NOD2",1.54512901762353,5.61709689287887,17.4437785126478,0.00152492427738779,0.162002200783998
"PBX3",0.580686003333162,7.63769104462577,17.3653617673706,0.00154926351061369,0.162002200783998
"LAIR1",1.16362293559109,4.45848384628923,17.3394762044726,0.00155797303430094,0.162002200783998
"AMZ1",0.569973600639728,4.77642512157332,17.3335561360832,0.00155951029743142,0.162002200783998
"TMEM92-AS1",2.01882921782143,2.02417323732858,17.2531842639097,0.00156193577415579,0.162002200783998
"CEBPB",1.19104204491756,4.07082193168599,17.3264734435773,0.00156258669760986,0.162002200783998
"DCTN6",-0.607815389902925,4.12131478759764,17.2457570413791,0.00158777184669561,0.162002200783998
"SERPINA1",1.7404322853915,4.09146034032546,17.103249563374,0.00163653304375696,0.162002200783998
"NIBAN2",1.95802364835234,6.87627120157706,17.0542459568509,0.00165120656752714,0.162002200783998
"MYO9B",0.912987568618569,8.94553811917442,17.0488153842244,0.00165298574147856,0.162002200783998
"VEGFA",2.36109460338791,7.02295014022118,16.9769456284963,0.00167774342247262,0.162002200783998
"LMO2",1.28012836338917,3.01673408522198,16.9834119432784,0.00168172942982966,0.162002200783998
"C5AR1",1.33645158531597,5.67301849951915,16.961607399448,0.00168311484360662,0.162002200783998
"ENSG00000283602",1.54761557594748,0.114665988117978,16.0243883082383,0.00168456570292072,0.162002200783998
"ENSG00000276649",1.96316993679619,2.62731953627054,16.8761058360099,0.00172152280742959,0.162002200783998
"STARD4-AS1",-1.3680748737918,4.50751677679216,16.8124634458143,0.00173598596842165,0.162002200783998
"EEPD1",1.05654183567746,7.48998180686445,16.8016172159184,0.00173975591751434,0.162002200783998
"GYPE",1.13124219284597,0.605779768017671,16.4308949166398,0.00174790429034781,0.162002200783998
"PCGF3",0.69505804594501,6.30653577356844,16.7751598284914,0.0017493792270742,0.162002200783998
"SEC24D",0.591917212986668,6.50026532776736,16.7642483570708,0.00175333894145962,0.162002200783998
"KIF1C",0.744402605102012,5.02878353962333,16.74905109387,0.00175904044914607,0.162002200783998
"ANXA2",0.763528591980366,7.31131857594062,16.7476896384525,0.00175939169266218,0.162002200783998
"P2RX1",1.01933971862418,2.77676163715843,16.7642840557794,0.00176033510442016,0.162002200783998
"SLC12A4",0.666589436237816,3.7413106312843,16.7279873722799,0.00176762011395077,0.162002200783998
"LINC02446",-1.26138737668715,5.10692061384153,16.7092267877349,0.00177362366669174,0.162002200783998
"TPD52L2",0.606849692271442,5.56218251223216,16.6831554649489,0.00178329882026724,0.162002200783998
"DNAH17",1.53730424269894,4.80841127089602,16.6836846013295,0.00178355914342277,0.162002200783998
"CSPP1",-0.551615482044055,6.66220931368503,16.6805003055515,0.00178422484256939,0.162002200783998
"HMGA1",0.663520630231973,5.39741353074282,16.6551721750661,0.00179377217603754,0.162002200783998
"ENSG00000289039",2.50480353204468,0.860140261530396,15.7064065131206,0.00179519212885258,0.162002200783998
"OSBPL11",0.589648110137258,6.07360077823697,16.6510138848603,0.00179527966599415,0.162002200783998
"ENSG00000230492",2.35301687049763,0.661747319915759,15.6398636946024,0.00180376082038024,0.162002200783998
"MYO1G",0.808428769476398,6.50190701575898,16.6137374354572,0.00180933435558955,0.162002200783998
"ITGAX",1.91838105217668,8.00503467115227,16.5729019812059,0.00182486479610136,0.162002200783998
"TICAM1",0.850191447465819,4.58802272060412,16.54838265065,0.00183462939089014,0.162002200783998
"FGFRL1",0.767743629028802,2.958684238586,16.5191580264179,0.00184987975114142,0.162002200783998
"ENSG00000283839",1.31195083334288,1.46060336005767,16.4460245388114,0.00185119256397013,0.162002200783998
"TOM1",0.938204190211069,6.731154770228,16.4656418017141,0.00186647582002379,0.162002200783998
"GNA15",1.67155403572309,6.12250039720204,16.4509268035294,0.00187235260566326,0.162002200783998
"DSC2",2.03265917354723,0.0486397932940826,15.2837356883199,0.00187528418816509,0.162002200783998
"ARHGAP27",0.546802386941326,5.51064781779148,16.4200893677914,0.00188454700004584,0.162002200783998
"TMEM254-AS1",-0.960212963017177,1.82638300411535,16.4323256478716,0.00188627126582534,0.162002200783998
"TLN1",0.476213370889041,8.08908187449354,16.4144994514459,0.00188668660241398,0.162002200783998
"COL23A1",2.44100448666991,7.24066725567174,16.4083351473272,0.0018892192011738,0.162002200783998
"RASSF2",0.692631405566267,6.65304465432436,16.4053019635051,0.00189037520573473,0.162002200783998
"ARRB2",0.837649241199377,7.04187462537435,16.4029886920866,0.00189129650584397,0.162002200783998
"ENSG00000248969",-0.774768994138329,4.87795122158082,16.3998358552382,0.00189265842508706,0.162002200783998
"COL7A1",1.62182418573898,4.33596776863426,16.3793257392942,0.00190200692582734,0.162002200783998
"ELOVL1",0.783265900129053,4.07324055831545,16.3652235562379,0.00190718198537608,0.162002200783998
"MICAL2",0.61204771682072,4.89755551020623,16.3243403405627,0.00192317942798042,0.162388341670225
"SPI1",1.77621460006024,7.68563620578908,16.288577146177,0.00193764475290314,0.162388341670225
"CAPN2",0.624632455544167,7.74172371191551,16.2429838573746,0.00195646819075004,0.162388341670225
"ENSG00000272625",1.18546863292876,0.816463413321828,15.9350927261196,0.00198512534682649,0.162388341670225
"MAFG",0.795938501275616,4.92368434904976,16.1377727150401,0.00200100472346966,0.162388341670225
"GPR162",1.55943243171363,0.260185636525687,15.3621566650865,0.00201059040211341,0.162388341670225
"DOCK3",-0.65428612426943,5.04904680079737,16.1028847856008,0.00201582890882076,0.162388341670225
"CSF1R",1.70172443472357,6.40251643435503,16.0764990699556,0.00202723233380829,0.162388341670225
"ATP13A3",1.14044650454229,8.38900026938311,16.0721120391577,0.00202904828896542,0.162388341670225
"FCGR2B",1.87447284827417,1.86149888817559,15.9983069651615,0.00202960077817194,0.162388341670225
"SYNE3",0.611739354259002,6.48264481456127,16.0617876476851,0.00203355949098509,0.162388341670225
"TASL",0.81945887290095,3.56914869112908,16.0644818464992,0.00203410048650859,0.162388341670225
"ENSG00000289938",-1.15008467572639,2.75242492921561,16.0147789301275,0.00205574248838004,0.162388341670225
"FPR1",1.63739361740008,4.2065167486612,16.0069051860309,0.00205923067735327,0.162388341670225
"ENSG00000230303",-1.31054842757096,0.757996531903877,16.0505018797422,0.00206300317341635,0.162388341670225
"LINC03040",2.38901143552275,2.18171818826428,15.8766344862306,0.00207011573231046,0.162388341670225
"ITPRID2",0.543447659248513,5.89752591633611,15.9610771452581,0.00207797511416882,0.162388341670225
"CALCOCO2",0.435513433269367,6.03606440387964,15.9580896458116,0.00207930495705464,0.162388341670225
"CPQ",0.979062654130473,7.15790734040003,15.9526609624852,0.00208170637353858,0.162388341670225
"ALOX5",1.52338165841226,5.88596898921265,15.9457050817792,0.00208492977635984,0.162388341670225
"ITGA5",0.748738091549757,7.61579270980357,15.9120905454099,0.00209993073852684,0.162388341670225
"LILRB2",1.72192829972834,5.63888394294656,15.8826444660853,0.00211351538046117,0.162388341670225
"SCFD2",-0.742724045096178,7.52034262117439,15.8348605629829,0.00213518661761312,0.162388341670225
"MRPL1",-0.636899040933791,6.32948396689243,15.8265108911811,0.00213906186151371,0.162388341670225
"DGAT2",1.26677708754335,2.19674541174107,15.8425884868635,0.00214335767760224,0.162388341670225
"ENSG00000255197",1.13996600384573,4.04093544627629,15.8150892632091,0.00214557811913098,0.162388341670225
"TRIM36",0.869061006587717,3.30887477771769,15.7993892732484,0.00215456849205503,0.162388341670225
"ANO6",0.622707372890399,7.48469015198686,15.786125308718,0.00215781558180831,0.162388341670225
"CD93",2.29026750205213,4.03975279899402,15.7694995031197,0.00217120561093026,0.162388341670225
"CTIF",0.856483995770678,5.93703327874775,15.7507687208647,0.00217446185702419,0.162388341670225
"ANXA5",1.18546156322337,7.63842585189107,15.7176060666416,0.00219008641594753,0.162388341670225
"L2HGDH",-0.585229062041806,3.79576400665977,15.7156844261852,0.00219151815562138,0.162388341670225
"CD74",0.592432750041916,8.24166554065727,15.7030934573657,0.0021969739953876,0.162388341670225
"HS3ST1",1.64522656982784,2.88336970938578,15.7110528181264,0.00220508285809706,0.162388341670225
"NPL",0.819685782207767,6.32037174325388,15.6744503187797,0.00221073259282256,0.162388341670225
"CTSZ",0.960726427447158,5.50429147121807,15.6640989702414,0.00221579097058718,0.162388341670225
"ZNF138",-0.373819528341717,4.99705581081022,15.6540451284048,0.00222060964858522,0.162388341670225
"RGS12",0.803155910247469,4.85362940854708,15.5993010926982,0.0022474181844384,0.163589597109322
"NOTCH2",0.670620392559382,8.31685609974294,15.5671833588079,0.00226293697953862,0.163589597109322
"NDFIP1",-0.55723832062283,7.24793412106147,15.5541085872007,0.00226940627396422,0.163589597109322
"CCDC88A",0.83254418863553,7.0030093066796,15.5425765912768,0.00227515243882804,0.163589597109322
"SH3RF1",0.726801060418217,3.86666668482033,15.5367572639611,0.00227908599715331,0.163589597109322
"ENSG00000255031",0.888800805404959,2.96100784588481,15.5140561006779,0.00229496256276712,0.164123572687301
"PPP1R13L",0.808826070639703,2.42672407722895,15.4958933356129,0.00230939873917832,0.164551004668486
"MAPKAPK3",0.728624742777083,4.79698014627103,15.4201471655283,0.00233726809755968,0.164592805261802
"NLRP2",1.49019185061398,2.79000208795782,15.4177829930334,0.00235064041231304,0.164592805261802
"FCN1",1.62920749792482,5.49792586100212,15.3910681309473,0.00235220267961765,0.164592805261802
"ADAP2",1.02642017263061,3.87046130733686,15.3819641951801,0.00235814640059373,0.164592805261802
"GMDS",-0.587410003488569,8.06829710638986,15.3781609206375,0.0023586227255288,0.164592805261802
"CUEDC1",1.42595516944692,3.25760214633676,15.3489961477221,0.00238048309404615,0.164592805261802
"ABHD17C",1.97906062185934,4.47020099157667,15.3378331189726,0.00238153862833073,0.164592805261802
"HMOX1",1.55917242321334,4.66906325178708,15.3320334380747,0.00238350188692508,0.164592805261802
"PHC2",1.26390002963903,6.14773978980813,15.3255361611885,0.00238620466664321,0.164592805261802
"FLNA",0.579001388801054,9.12231282634279,15.3094272937566,0.00239460024105953,0.164592805261802
"APOBEC3A",1.40068469275546,3.37100490732477,15.2962662671566,0.00240703145452503,0.164864703709229
"PPP1R26",1.17654225022393,0.670100904030295,14.9710885715566,0.00242762003856524,0.165124096938077
"ZBTB47",1.26286341482665,1.38469005178745,15.156495033168,0.00244376041101735,0.165124096938077
"DNAAF9",1.07782443420847,6.56954146514346,15.2035613528562,0.00245134662829373,0.165124096938077
